"COMPETENCY","Desempenho na Função","Desempenho na Função","","","pt_BR"
"TEASER","Desempenho na Função","Desempenho na Função","","Improve"
"TEASER","Desempenho na Função","Desempenho na Função","","Meets"
"TEASER","Desempenho na Função","Desempenho na Função","","Exceeds"
"COMPETENCY","Competências Liderança","Integrating Action","Integrates into the organizational environment by participating in and promoting teamwork and respecting and making use of diversity to enrich dialogue and the decision-making process.","","en_US"
"TEASER","Competências Liderança","Integrating Action","","Improve"
"TEASER","Competências Liderança","Integrating Action","","Meets"
"TEASER","Competências Liderança","Integrating Action","","Exceeds"
"COMPETENCY","Crenças","Excellence","We believe that we are able to always do more and better, exceeding challenges with discipline, humility, and simplicity","","en_US"
"TEASER","Crenças","Excellence","","Improve"
"TEASER","Crenças","Excellence","","Meets"
"TEASER","Crenças","Excellence","","Exceeds"
"COMPETENCY","Crenças","Meritocracy","We believe that persons are unique and that they deserve to be valued fairly and according to their deliveries ","","en_US"
"TEASER","Crenças","Meritocracy","","Improve"
"TEASER","Crenças","Meritocracy","","Meets"
"TEASER","Crenças","Meritocracy","","Exceeds"
"COMPETENCY","Competências do Profissional","Integrated Action","","","en_US"
"COMPETENCY","Crenças","Foster Talent","We believe and trust people, and for these reasons, we invest time and resources fostering talent ","","en_US"
"TEASER","Crenças","Foster Talent","","Improve"
"TEASER","Crenças","Foster Talent","","Meets"
"TEASER","Crenças","Foster Talent","","Exceeds"
"COMPETENCY","Competências Liderança","External Orientation","Systematically uses external knowledge and experience in processes of improvement and renewal.","","en_US"
"TEASER","Competências Liderança","External Orientation","","Improve"
"TEASER","Competências Liderança","External Orientation","","Meets"
"TEASER","Competências Liderança","External Orientation","","Exceeds"
"COMPETENCY","Competências Liderança","Change Management","Swiftly makes the changes necessary for strategic implementation, pre-empting events and aligning and mobilizing his/her staff.","","en_US"
"TEASER","Competências Liderança","Change Management","","Improve"
"TEASER","Competências Liderança","Change Management","","Meets"
"TEASER","Competências Liderança","Change Management","","Exceeds"
"COMPETENCY","Crenças","Alliance","We believe that our success is the result of joint construction, strengthened by genuine relations and alliances where everyone wins ","","en_US"
"TEASER","Crenças","Alliance","","Improve"
"TEASER","Crenças","Alliance","","Meets"
"TEASER","Crenças","Alliance","","Exceeds"
"COMPETENCY","Crenças","Open Dialogue","We believe that an environment of confidence provides open dialogues and space for speaking up and being heard, where the diversity of opinions builds better solutions ","","en_US"
"TEASER","Crenças","Open Dialogue","","Improve"
"TEASER","Crenças","Open Dialogue","","Meets"
"TEASER","Crenças","Open Dialogue","","Exceeds"
"BEHAVIOR","Desempenho na Função","Desempenho na Função","Aplica sistematicamente os processos de gestão definidos pela unidade / empresa.","","","pt_BR"
"BEHAVIOR","Desempenho na Função","Desempenho na Função","Atua com uma perspectiva focada no cliente (externo e/ou interno).","","","pt_BR"
"BEHAVIOR","Desempenho na Função","Desempenho na Função","Avalia o impacto de suas ações nas demais áreas/negócios da empresa, identificando oportunidades e riscos.","","","pt_BR"
"BEHAVIOR","Desempenho na Função","Desempenho na Função","Contribui para um clima de diálogo aberto e colaboração, e favorece um ambiente de alta performance.","","","pt_BR"
"BEHAVIOR","Desempenho na Função","Desempenho na Função","Estabelece planos de ação sustentáveis, que demonstram preocupação com o longo prazo da sua área (indo além das metas de curto prazo).","","","pt_BR"
"BEHAVIOR","Desempenho na Função","Desempenho na Função","Faz gestão das suas metas e da rotina, garantindo a entrega dos resultados e das responsabilidades do seu cargo.","","","pt_BR"
"BEHAVIOR","Desempenho na Função","Desempenho na Função","Gerencia riscos e assegura compliance.","","","pt_BR"
"BEHAVIOR","Desempenho na Função","Desempenho na Função","Impacta e/ou influencia nas mudanças e no alcance das metas da organização.","","","pt_BR"
"BEHAVIOR","Desempenho na Função","Desempenho na Função","Otimiza recursos, estabelece a melhor relação custo / benefício.","","","pt_BR"
"BEHAVIOR","Desempenho na Função","Desempenho na Função","Questiona os paradigmas da organização visando melhorias.","","","pt_BR"
"BEHAVIOR","Desempenho na Função","Desempenho na Função","É conectado com o mundo exterior e cria um ambiente propício à inovação.","","","pt_BR"
"BEHAVIOR","Competências Liderança","Integrating Action","Participation and knowledge-sharing","","","en_US"
"BEHAVIOR","Competências Liderança","Integrating Action","Respect for Differences","","","en_US"
"BEHAVIOR","Competências Liderança","Integrating Action","Teamwork","","","en_US"
"BEHAVIOR","Crenças","Excellence","Acts with critical sense, compares and learns with experience.","","","en_US"
"BEHAVIOR","Crenças","Excellence","Creates, innovates and establishes new and better practices.","","","en_US"
"BEHAVIOR","Crenças","Excellence","Overcomes challenges with discipline, humility, and simplicity.","","","en_US"
"BEHAVIOR","Crenças","Excellence","Seeks continuously to exceed self.","","","en_US"
"BEHAVIOR","Crenças","Excellence","Surprises others positively with the solutions and results presented.","","","en_US"
"BEHAVIOR","Crenças","Meritocracy","Recognize the people that present differentiated performances.","","","en_US"
"BEHAVIOR","Crenças","Meritocracy","Takes decisions about people based on collective and individual performance.","","","en_US"
"BEHAVIOR","Crenças","Meritocracy","Takes decisions on people based in the alignment with the Values and Beliefs of the Group.","","","en_US"
"BEHAVIOR","Crenças","Meritocracy","They trust in their own work and in their capacity to contribute to the company.","","","en_US"
"BEHAVIOR","Crenças","Meritocracy","Treats people in a differentiated form, according to their deliveries, managing conflict.","","","en_US"
"BEHAVIOR","Competências do Profissional","Integrated Action","Conciliation of Interests","","","en_US"
"BEHAVIOR","Competências do Profissional","Integrated Action","Participation and Knowledge Sharing","","","en_US"
"BEHAVIOR","Competências do Profissional","Integrated Action","Respect for Differences","","","en_US"
"BEHAVIOR","Competências do Profissional","Integrated Action","Teamwork","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Create a motivating and inspiring work environment. ","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Create conditions and provides opportunities for people to exercise their potential.","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Facilitate internal mobility, giving or receiving people of other areas.","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Identify and brings talent to the organization.","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","In his/her decisions, considers the personal moment and the of individual's career expectations.","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Invests in people development.","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Knows how to identify and uses the best competences / abilities of people.","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Provide constructive feedback.","","","en_US"
"BEHAVIOR","Competências Liderança","External Orientation","Pursuit of Best Practices","","","en_US"
"BEHAVIOR","Competências Liderança","External Orientation","Understanding of the Big Picture","","","en_US"
"BEHAVIOR","Competências Liderança","Change Management","Impact and Influence","","","en_US"
"BEHAVIOR","Competências Liderança","Change Management","Initiative","","","en_US"
"BEHAVIOR","Competências Liderança","Change Management","Readiness for Change","","","en_US"
"BEHAVIOR","Crenças","Alliance","Conquers the commitment of others involved in his / her projects.","","","en_US"
"BEHAVIOR","Crenças","Alliance","Creates and strengthens genuine relationships and partnerships in which everyone wins.","","","en_US"
"BEHAVIOR","Crenças","Alliance","Develops and uses the net of relationships to generate value.","","","en_US"
"BEHAVIOR","Crenças","Alliance","Has team spirit and makes clients, suppliers, and community partners become his / her partners.","","","en_US"
"BEHAVIOR","Crenças","Alliance","Shares challenges to identify the best solutions.","","","en_US"
"BEHAVIOR","Crenças","Alliance","Takes attitudes that contribute with others.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue"," Adopts an open stance for receiving new ideas.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue","Acts according to what is spoken.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue","Considers and stimulates the diversity of opinions.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue","Creates an environment of confidence, with space for speaking up and hearing.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue","Demonstrates courage to expose own ideas.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue","Is quick and proactive in the transfer of prominent information.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue","Prioritizes contact and the direct communication.","","","en_US"
